"","team","Goals","Assists","Shots","Shots on Goal","Saves","Penalties Scored","Penalty Kicks","Crosses","Corner Kicks","Passes","Offside","Fouls Committed","Cautions/Yellow Cards","Red Cards","Ball Possession","date","Opponent","GoalsAllowed","GameID","home_away","win_flag","gameweek_points","goal_conversion_total_shots","goal_conversion_shots_on_goal","unassisted_goals","passes_per_goal","fouls_per_yellow_card","fouls_per_red_card","goal_difference","game_week","team_gameweek_id","opp_team_gameweek_id","cumu_points","cumu_goal_difference","cumu_goals","team_standing_rank","opp_standing_rank","standing_difference","close_standing_flag","against_top_6_flag","value_point","points_lag1","points_lag2","points_lag3","opponent_standing_lag1","opponent_standing_lag2","opponent_standing_lag3"
"185","BHA",1,0,6,2,2,1,1,14,2,412,0,8,1,0,0.44,"20171202","LIV",5,"BHAvLIV20171202","home",0,0,0.166666666666667,0.5,1,412,8,Inf,-4,11,"BHA-11","LIV-11",13,-2,13,11,8,-3,1,0,-Inf,1,0,1,14,4,15
"186","LIV",5,3,12,6,1,0,0,14,2,600,2,7,0,0,0.56,"20171202","BHA",1,"BHAvLIV20171202","away",1,3,0.416666666666667,0.833333333333333,2,120,Inf,Inf,4,11,"LIV-11","BHA-11",19,8,22,8,11,3,1,0,1,3,1,3,17,2,12
"187","ARS",1,1,33,15,1,0,0,45,12,593,4,11,3,0,0.71,"20171202","MUN",3,"ARSvMUN20171202","home",0,0,0.0303030303030303,0.0666666666666667,0,593,3.66666666666667,Inf,-2,10,"ARS-10","MUN-10",21,12,23,3,7,4,0,0,Inf,3,3,3,18,4,5
"188","MUN",3,3,8,4,13,0,0,8,1,158,0,10,2,1,0.29,"20171202","ARS",1,"ARSvMUN20171202","away",1,3,0.375,0.75,0,52.6666666666667,5,10,2,9,"MUN-9","ARS-9",17,7,16,4,3,-1,1,1,-0.333333333333333,3,3,3,9,8,11
"189","BOU",1,1,15,5,2,0,0,25,5,375,0,6,2,0,0.49,"20171203","SOU",1,"BOUvSOU20171203","home",0,1,0.0666666666666667,0.2,0,375,3,Inf,0,10,"BOU-10","SOU-10",14,1,11,9,12,3,1,0,3,0,1,3,5,19,16
"190","SOU",1,1,15,4,4,0,0,29,4,386,6,12,1,0,0.51,"20171203","BOU",1,"BOUvSOU20171203","away",0,1,0.0666666666666667,0.25,0,386,12,Inf,0,10,"SOU-10","BOU-10",12,-2,11,12,9,-3,1,0,-3,0,3,0,1,18,11
"191","MCI",2,2,23,8,3,0,0,37,10,687,2,5,2,0,0.69,"20171203","WHU",1,"MCIvWHU20171203","home",1,3,0.0869565217391304,0.25,0,343.5,2.5,Inf,1,9,"MCI-9","WHU-9",27,21,29,1,17,16,0,0,5.33333333333333,3,3,3,12,16,10
"192","WHU",1,1,7,4,6,0,0,14,4,171,4,7,2,0,0.31,"20171203","MCI",2,"MCIvWHU20171203","away",0,0,0.142857142857143,0.25,0,171,3.5,Inf,-1,9,"WHU-9","MCI-9",6,-11,8,17,1,-16,0,1,-Inf,0,1,0,18,10,6
"193","WHU",1,1,5,2,2,0,0,16,4,230,3,10,6,0,0.34,"20171209","CHE",0,"WHUvCHE20171209","home",1,3,0.2,0.5,0,230,1.66666666666667,Inf,1,10,"WHU-10","CHE-10",9,-10,9,16,2,-14,0,1,-4.66666666666667,0,0,1,1,18,10
"194","CHE",0,0,19,2,1,0,0,24,3,628,2,10,1,0,0.66,"20171209","WHU",1,"WHUvCHE20171209","away",0,0,0,0,0,Inf,10,Inf,-1,10,"CHE-10","WHU-10",22,10,18,2,16,14,0,0,Inf,3,3,1,14,19,11
"195","TOT",5,3,20,11,2,0,0,36,12,588,7,12,1,0,0.72,"20171209","STK",1,"TOTvSTK20171209","home",1,3,0.25,0.454545454545455,2,117.6,12,Inf,4,10,"TOT-10","STK-10",17,8,17,6,17,11,0,0,3.66666666666667,1,0,1,8,11,20
"196","STK",1,1,4,3,6,0,0,19,6,183,2,9,0,0,0.28,"20171209","TOT",5,"TOTvSTK20171209","away",0,0,0.25,0.333333333333333,0,183,Inf,Inf,-4,10,"STK-10","TOT-10",9,-12,14,17,6,-11,0,1,-Inf,3,0,0,19,10,17
"197","CRY",2,1,24,8,3,1,2,37,6,277,5,14,5,0,0.48,"20171209","BOU",2,"CRYvBOU20171209","home",0,1,0.0833333333333333,0.25,1,138.5,2.8,Inf,0,11,"CRY-11","BOU-11",11,-2,10,14,9,-5,0,0,-5,1,1,3,20,11,15
"198","BOU",2,2,11,5,6,0,0,17,3,369,3,14,2,0,0.52,"20171209","CRY",2,"CRYvBOU20171209","away",0,1,0.181818181818182,0.4,0,184.5,7,Inf,0,11,"BOU-11","CRY-11",15,1,13,9,14,5,0,0,5,1,0,1,12,5,19
"199","BUR",1,1,8,5,2,0,0,28,3,269,6,10,1,0,0.49,"20171209","WAT",0,"BURvWAT20171209","home",1,3,0.125,0.2,0,269,10,Inf,1,12,"BUR-12","WAT-12",23,3,11,5,12,7,0,0,2.33333333333333,0,3,0,4,9,3
"200","WAT",0,0,11,2,4,0,0,26,5,280,3,12,0,1,0.51,"20171209","BUR",1,"BURvWAT20171209","away",0,0,0,0,0,Inf,Inf,12,-1,10,"WAT-10","BUR-10",13,1,16,11,4,-7,0,1,-Inf,1,0,3,7,5,12
"201","HUD",2,2,19,6,2,0,0,35,8,431,1,6,0,0,0.58,"20171209","BHA",0,"HUDvBHA20171209","home",1,3,0.105263157894737,0.333333333333333,0,215.5,Inf,Inf,2,10,"HUD-10","BHA-10",9,-15,6,18,10,-8,0,0,-2.66666666666667,0,0,0,16,3,1
"202","BHA",0,0,7,2,4,0,0,16,1,293,5,10,0,0,0.42,"20171209","HUD",2,"HUDvBHA20171209","away",0,0,0,0,0,Inf,Inf,Inf,-2,12,"BHA-12","HUD-12",13,-4,13,13,16,3,1,0,Inf,0,1,0,8,14,4
"203","SWA",1,0,18,3,1,0,0,30,6,385,1,8,2,0,0.53,"20171209","WBA",0,"SWAvWBA20171209","home",1,3,0.0555555555555556,0.333333333333333,1,385,4,Inf,1,10,"SWA-10","WBA-10",7,-5,6,19,20,1,1,0,0.333333333333333,0,0,1,15,2,7
"204","WBA",0,0,7,1,2,0,0,21,3,318,2,18,5,0,0.47,"20171209","SWA",1,"SWAvWBA20171209","away",0,0,0,0,0,Inf,3.6,Inf,-1,10,"WBA-10","SWA-10",4,-10,7,20,19,-1,1,0,-Inf,1,1,1,13,14,5
"205","NEW",2,2,10,4,3,0,0,17,6,240,1,10,2,0,0.38,"20171209","LEI",3,"NEWvLEI20171209","home",0,0,0.2,0.5,0,120,5,Inf,-1,11,"NEW-11","LEI-11",9,-9,11,16,4,-12,0,1,-Inf,0,1,0,2,20,9
"206","LEI",3,2,13,5,2,0,0,20,5,451,2,9,1,0,0.62,"20171209","NEW",2,"NEWvLEI20171209","away",1,3,0.230769230769231,0.6,1,150.333333333333,9,Inf,1,10,"LEI-10","NEW-10",18,3,15,5,15,10,0,0,3.33333333333333,3,3,1,5,6,15
"207","SOU",1,1,6,3,5,0,0,14,4,322,4,12,2,0,0.35,"20171210","ARS",1,"SOUvARS20171210","home",0,1,0.166666666666667,0.333333333333333,0,322,6,Inf,0,11,"SOU-11","ARS-11",13,-2,12,12,3,-9,0,1,-9,1,0,3,9,1,18
"208","ARS",1,1,11,6,2,0,0,28,5,697,1,10,2,0,0.65,"20171210","SOU",1,"SOUvARS20171210","away",0,1,0.0909090909090909,0.166666666666667,0,697,5,Inf,0,11,"ARS-11","SOU-11",22,12,24,3,12,9,0,0,9,0,3,3,7,18,4
"209","LIV",1,1,23,3,1,0,0,52,12,674,1,8,1,0,0.79,"20171210","EVE",1,"LIVvEVE20171210","home",0,1,0.0434782608695652,0.333333333333333,0,674,8,Inf,0,12,"LIV-12","EVE-12",20,8,23,7,10,3,1,0,3,3,3,1,11,17,2
"210","EVE",1,0,3,2,2,1,1,5,1,103,0,11,3,0,0.21,"20171210","LIV",1,"LIVvEVE20171210","away",0,1,0.333333333333333,0.5,1,103,3.66666666666667,Inf,0,11,"EVE-11","LIV-11",12,-5,16,13,8,-5,0,0,-5,3,3,0,18,17,12
"211","MUN",1,0,8,5,5,0,0,9,2,261,4,16,4,0,0.35,"20171210","MCI",2,"MUNvMCI20171210","home",0,0,0.125,0.2,1,261,4,Inf,-1,10,"MUN-10","MCI-10",17,6,17,7,1,-6,0,1,-Inf,3,3,3,3,9,8
"212","MCI",2,0,14,7,4,0,0,18,8,530,0,10,2,0,0.65,"20171210","MUN",1,"MUNvMCI20171210","away",1,3,0.142857142857143,0.285714285714286,2,265,5,Inf,1,10,"MCI-10","MUN-10",30,22,31,1,7,6,0,0,2,3,3,3,17,12,16
"213","BUR",1,1,9,2,7,0,0,19,6,274,4,6,0,0,0.53,"20171212","STK",0,"BURvSTK20171212","home",1,3,0.111111111111111,0.5,0,274,Inf,Inf,1,13,"BUR-13","STK-13",26,4,12,4,17,13,0,0,4.33333333333333,3,0,3,12,4,9
"214","STK",0,0,14,7,1,0,0,18,4,243,2,14,0,0,0.47,"20171212","BUR",1,"BURvSTK20171212","away",0,0,0,0,0,Inf,Inf,Inf,-1,11,"STK-11","BUR-11",9,-13,14,17,7,-10,0,0,-Inf,0,3,0,6,19,10
"215","CRY",2,0,14,4,1,0,0,22,4,332,3,14,2,0,0.56,"20171212","WAT",1,"CRYvWAT20171212","home",1,3,0.142857142857143,0.5,2,166,7,Inf,1,12,"CRY-12","WAT-12",14,-1,12,11,12,1,1,0,0.333333333333333,1,1,1,9,20,11
"216","WAT",1,1,7,2,2,0,0,31,6,251,0,18,1,1,0.44,"20171212","CRY",2,"CRYvWAT20171212","away",0,0,0.142857142857143,0.5,0,251,18,18,-1,11,"WAT-11","CRY-11",13,0,17,10,14,4,0,0,Inf,0,1,0,4,7,5
"217","HUD",1,1,7,2,2,0,0,10,1,380,2,11,0,0,0.38,"20171212","CHE",3,"HUDvCHE20171212","home",0,0,0.142857142857143,0.5,0,380,Inf,Inf,-2,11,"HUD-11","CHE-11",9,-17,7,18,2,-16,0,1,-Inf,3,0,0,10,16,3
"218","CHE",3,3,12,5,1,0,0,26,3,715,10,4,0,0,0.62,"20171212","HUD",1,"HUDvCHE20171212","away",1,3,0.25,0.6,0,238.333333333333,Inf,Inf,2,11,"CHE-11","HUD-11",25,12,21,2,18,16,0,0,5.33333333333333,0,3,3,16,14,19
"219","NEW",0,0,16,5,3,0,0,31,4,420,2,10,1,1,0.53,"20171213","EVE",1,"NEWvEVE20171213","home",0,0,0,0,0,Inf,10,10,-1,12,"NEW-12","EVE-12",9,-10,11,17,10,-7,0,0,-Inf,0,0,1,4,2,20
"220","EVE",1,0,7,4,5,0,0,10,1,345,3,11,2,0,0.47,"20171213","NEW",0,"NEWvEVE20171213","away",1,3,0.142857142857143,0.25,1,345,5.5,Inf,1,12,"EVE-12","NEW-12",15,-4,17,10,17,7,0,0,2.33333333333333,1,3,3,8,18,17
"221","SOU",1,1,11,4,4,0,0,27,9,363,3,13,1,0,0.52,"20171213","LEI",4,"SOUvLEI20171213","home",0,0,0.0909090909090909,0.25,0,363,13,Inf,-3,12,"SOU-12","LEI-12",13,-5,13,14,6,-8,0,1,-Inf,1,1,0,3,9,1
"222","LEI",4,3,15,10,3,0,0,16,9,298,1,8,0,0,0.48,"20171213","SOU",1,"SOUvLEI20171213","away",1,3,0.266666666666667,0.4,1,74.5,Inf,Inf,3,11,"LEI-11","SOU-11",21,6,19,4,12,8,0,0,2.66666666666667,3,3,3,15,5,6
"223","SWA",0,0,7,1,6,0,0,11,2,168,3,12,0,0,0.25,"20171213","MCI",4,"SWAvMCI20171213","home",0,0,0,0,0,Inf,Inf,Inf,-4,11,"SWA-11","MCI-11",7,-9,6,19,1,-18,0,1,-Inf,3,0,0,20,15,2
"224","MCI",4,3,22,10,1,0,0,20,5,783,1,6,0,0,0.75,"20171213","SWA",0,"SWAvMCI20171213","away",1,3,0.181818181818182,0.4,1,195.75,Inf,Inf,4,11,"MCI-11","SWA-11",33,26,35,1,19,18,0,0,6,3,3,3,7,17,12
"225","LIV",0,0,13,4,1,0,0,21,5,642,1,16,1,0,0.64,"20171213","WBA",0,"LIVvWBA20171213","home",0,1,0,0,0,Inf,16,Inf,0,13,"LIV-13","WBA-13",21,8,23,8,20,12,0,0,12,1,3,3,10,11,17
"226","WBA",0,0,6,1,3,0,0,21,7,207,4,6,1,0,0.36,"20171213","LIV",0,"LIVvWBA20171213","away",0,1,0,0,0,Inf,6,Inf,0,11,"WBA-11","LIV-11",5,-10,7,20,8,-12,0,0,-12,0,1,1,19,13,14
"227","MUN",1,1,9,2,7,0,0,24,4,495,2,14,1,0,0.55,"20171213","BOU",0,"MUNvBOU20171213","home",1,3,0.111111111111111,0.5,0,495,14,Inf,1,11,"MUN-11","BOU-11",20,7,18,6,9,3,1,0,1,0,3,3,1,3,9
"228","BOU",0,0,14,7,1,0,0,30,9,368,0,12,2,0,0.45,"20171213","MUN",1,"MUNvBOU20171213","away",0,0,0,0,0,Inf,6,Inf,-1,12,"BOU-12","MUN-12",15,0,13,9,4,-5,0,1,-Inf,1,1,0,14,12,5
"229","TOT",2,2,26,8,2,0,0,35,10,710,3,5,1,0,0.7,"20171213","BHA",0,"TOTvBHA20171213","home",1,3,0.0769230769230769,0.25,0,355,5,Inf,2,11,"TOT-11","BHA-11",20,10,19,5,11,6,0,0,2,3,1,0,17,8,11
"230","BHA",0,0,7,4,5,0,0,8,2,179,1,10,1,0,0.3,"20171213","TOT",2,"TOTvBHA20171213","away",0,0,0,0,0,Inf,10,Inf,-2,13,"BHA-13","TOT-13",13,-6,13,13,6,-7,0,1,-Inf,0,0,1,16,8,14
"231","WHU",0,0,6,0,3,0,0,15,1,220,4,9,2,0,0.36,"20171213","ARS",0,"WHUvARS20171213","home",0,1,0,NA,0,Inf,4.5,Inf,0,11,"WHU-11","ARS-11",10,-10,9,15,3,-12,0,1,-12,3,0,0,2,1,18
"232","ARS",0,0,22,3,0,0,0,31,7,650,0,9,0,0,0.64,"20171213","WHU",0,"WHUvARS20171213","away",0,1,0,0,0,Inf,Inf,Inf,0,12,"ARS-12","WHU-12",23,12,24,3,15,12,0,0,12,1,0,3,12,7,18
"233","LEI",0,0,11,2,3,0,0,33,6,387,0,12,2,1,0.57,"20171216","CRY",3,"LEIvCRY20171216","home",0,0,0,0,0,Inf,6,12,-3,12,"LEI-12","CRY-12",21,3,19,6,11,5,0,0,Inf,3,3,3,12,15,5
"234","CRY",3,3,13,6,2,0,0,15,4,285,0,13,2,0,0.43,"20171216","LEI",0,"LEIvCRY20171216","away",1,3,0.230769230769231,0.5,0,95,6.5,Inf,3,13,"CRY-13","LEI-13",17,2,15,10,7,-3,1,0,-1,3,1,1,12,9,20
"235","ARS",1,0,23,5,2,0,0,21,7,674,1,13,2,0,0.7,"20171216","NEW",0,"ARSvNEW20171216","home",1,3,0.0434782608695652,0.2,1,674,6.5,Inf,1,13,"ARS-13","NEW-13",26,13,25,3,18,15,0,0,5,1,1,0,15,12,7
"236","NEW",0,0,10,2,4,0,0,18,5,200,2,9,1,0,0.3,"20171216","ARS",1,"ARSvNEW20171216","away",0,0,0,0,0,Inf,9,Inf,-1,13,"NEW-13","ARS-13",9,-11,11,18,3,-15,0,1,-Inf,0,0,0,10,4,2
"237","CHE",1,0,24,9,2,0,0,16,8,498,3,8,1,0,0.54,"20171216","SOU",0,"CHEvSOU20171216","home",1,3,0.0416666666666667,0.111111111111111,1,498,8,Inf,1,12,"CHE-12","SOU-12",28,13,22,2,14,12,0,0,4,3,0,3,18,16,14
"238","SOU",0,0,6,2,7,0,0,16,4,396,2,16,3,0,0.46,"20171216","CHE",1,"CHEvSOU20171216","away",0,0,0,0,0,Inf,5.33333333333333,Inf,-1,13,"SOU-13","CHE-13",13,-6,13,14,2,-12,0,1,-Inf,0,1,1,6,3,9
"239","WAT",1,0,13,3,3,0,0,27,8,379,3,12,2,1,0.56,"20171216","HUD",4,"WATvHUD20171216","home",0,0,0.0769230769230769,0.333333333333333,1,379,6,12,-3,12,"WAT-12","HUD-12",13,-3,18,12,16,4,0,0,Inf,0,0,1,14,4,7
"240","HUD",4,2,15,9,2,1,1,22,7,239,3,17,1,1,0.44,"20171216","WAT",1,"WATvHUD20171216","away",1,3,0.266666666666667,0.444444444444444,2,59.75,17,17,3,12,"HUD-12","WAT-12",12,-14,11,16,12,-4,0,0,-1.33333333333333,0,3,0,2,10,16
"241","STK",0,0,17,0,4,0,0,39,7,368,0,12,2,0,0.53,"20171216","WHU",3,"STKvWHU20171216","home",0,0,0,NA,0,Inf,6,Inf,-3,12,"STK-12","WHU-12",9,-16,14,18,15,-3,1,0,-Inf,0,0,3,7,6,19
"242","WHU",3,2,14,7,0,1,1,17,9,313,1,13,1,0,0.47,"20171216","STK",0,"STKvWHU20171216","away",1,3,0.214285714285714,0.428571428571429,1,104.333333333333,13,Inf,3,12,"WHU-12","STK-12",13,-7,12,15,18,3,1,0,1,1,3,0,3,2,1
"243","BHA",0,0,12,2,6,0,1,39,8,413,2,13,4,0,0.57,"20171216","BUR",0,"BHAvBUR20171216","home",0,1,0,0,0,Inf,3.25,Inf,0,14,"BHA-14","BUR-14",14,-6,13,14,4,-10,0,1,-10,0,0,0,6,16,8
"244","BUR",0,0,11,6,1,0,0,15,2,241,2,13,2,0,0.43,"20171216","BHA",0,"BHAvBUR20171216","away",0,1,0,0,0,Inf,6.5,Inf,0,14,"BUR-14","BHA-14",27,4,12,4,14,10,0,0,10,3,3,0,17,12,4
"245","MCI",4,4,20,11,1,0,1,18,5,390,4,13,2,0,0.51,"20171216","TOT",1,"MCIvTOT20171216","home",1,3,0.2,0.363636363636364,0,97.5,6.5,Inf,3,12,"MCI-12","TOT-12",36,29,39,1,8,7,0,0,2.33333333333333,3,3,3,19,7,17
"246","TOT",1,0,7,2,7,0,0,12,1,336,2,20,4,0,0.49,"20171216","MCI",4,"MCIvTOT20171216","away",0,0,0.142857142857143,0.5,1,336,5,Inf,-3,12,"TOT-12","MCI-12",20,7,20,8,1,-7,0,1,-Inf,3,3,1,11,17,8
"247","WBA",1,1,12,5,1,0,0,25,6,384,1,14,1,0,0.45,"20171217","MUN",2,"WBAvMUN20171217","home",0,0,0.0833333333333333,0.2,0,384,14,Inf,-1,12,"WBA-12","MUN-12",5,-11,8,20,4,-16,0,1,-Inf,1,0,1,8,19,13
"248","MUN",2,2,8,3,4,0,0,17,3,513,1,7,3,0,0.55,"20171217","WBA",1,"WBAvMUN20171217","away",1,3,0.25,0.666666666666667,0,256.5,2.33333333333333,Inf,1,12,"MUN-12","WBA-12",23,8,20,4,20,16,0,0,5.33333333333333,3,0,3,9,1,3
"249","BOU",0,0,6,2,3,0,0,14,2,433,2,5,1,0,0.45,"20171217","LIV",4,"BOUvLIV20171217","home",0,0,0,0,0,Inf,5,Inf,-4,13,"BOU-13","LIV-13",15,-4,13,11,8,-3,1,0,-Inf,0,1,1,4,14,12
"250","LIV",4,4,21,7,2,0,0,21,3,600,4,10,1,0,0.55,"20171217","BOU",0,"BOUvLIV20171217","away",1,3,0.19047619047619,0.571428571428571,0,150,10,Inf,4,14,"LIV-14","BOU-14",24,12,27,7,12,5,0,0,1.66666666666667,1,1,3,20,10,11
"251","EVE",3,1,12,7,2,1,2,16,6,367,1,12,2,0,0.49,"20171218","SWA",1,"EVEvSWA20171218","home",1,3,0.25,0.428571428571429,2,122.333333333333,6,Inf,2,13,"EVE-13","SWA-13",18,-2,20,9,19,10,0,0,3.33333333333333,3,1,3,17,8,18
"252","SWA",1,1,8,3,4,0,0,12,3,352,0,12,3,0,0.51,"20171218","EVE",3,"EVEvSWA20171218","away",0,0,0.125,0.333333333333333,0,352,4,Inf,-2,12,"SWA-12","EVE-12",7,-11,7,19,10,-9,0,0,-Inf,0,3,0,1,20,15
"253","ARS",3,3,11,4,6,0,0,22,7,429,3,9,1,0,0.51,"20171222","LIV",3,"ARSvLIV20171222","home",0,1,0.272727272727273,0.75,0,143,9,Inf,0,14,"ARS-14","LIV-14",27,13,28,3,7,4,0,0,4,3,1,1,18,15,12
"254","LIV",3,2,14,9,1,0,0,27,8,351,1,11,0,0,0.49,"20171222","ARS",3,"ARSvLIV20171222","away",0,1,0.214285714285714,0.333333333333333,1,117,Inf,Inf,0,15,"LIV-15","ARS-15",25,12,30,7,3,-4,0,1,-4,3,1,1,12,20,10
"255","EVE",0,0,5,0,5,0,0,12,2,235,2,8,3,0,0.36,"20171223","CHE",0,"EVEvCHE20171223","home",0,1,0,NA,0,Inf,2.66666666666667,Inf,0,14,"EVE-14","CHE-14",19,-2,20,9,2,-7,0,1,-7,3,3,1,19,17,8
"256","CHE",0,0,25,8,0,0,0,45,7,591,4,4,0,0,0.64,"20171223","EVE",0,"EVEvCHE20171223","away",0,1,0,0,0,Inf,Inf,Inf,0,13,"CHE-13","EVE-13",29,13,22,2,9,7,0,0,7,3,3,0,14,18,16
"257","MCI",4,4,14,5,1,0,0,24,4,842,4,8,0,0,0.74,"20171223","BOU",0,"MCIvBOU20171223","home",1,3,0.285714285714286,0.8,0,210.5,Inf,Inf,4,13,"MCI-13","BOU-13",39,33,43,1,11,10,0,0,3.33333333333333,3,3,3,8,19,7
"258","BOU",0,0,5,1,1,0,0,14,6,176,2,7,1,0,0.26,"20171223","MCI",4,"MCIvBOU20171223","away",0,0,0,0,0,Inf,7,Inf,-4,14,"BOU-14","MCI-14",15,-8,13,12,1,-11,0,1,-Inf,0,0,1,8,4,14
"259","SOU",1,1,12,6,2,0,0,27,9,287,3,16,2,0,0.48,"20171223","HUD",1,"SOUvHUD20171223","home",0,1,0.0833333333333333,0.166666666666667,0,287,8,Inf,0,14,"SOU-14","HUD-14",14,-6,14,13,16,3,1,0,3,0,0,1,2,6,3
"260","HUD",1,1,10,3,5,0,0,23,1,244,4,9,1,0,0.52,"20171223","SOU",1,"SOUvHUD20171223","away",0,1,0.1,0.333333333333333,0,244,9,Inf,0,13,"HUD-13","SOU-13",13,-14,12,16,14,-2,1,0,-2,3,0,3,12,2,10
"261","WHU",2,0,19,6,1,0,1,37,6,361,4,9,1,0,0.59,"20171223","NEW",3,"WHUvNEW20171223","home",0,0,0.105263157894737,0.333333333333333,2,180.5,9,Inf,-1,13,"WHU-13","NEW-13",13,-8,14,15,18,3,1,0,Inf,3,1,3,18,3,2
"262","NEW",3,2,11,4,4,0,0,18,3,169,0,12,1,0,0.41,"20171223","WHU",2,"WHUvNEW20171223","away",1,3,0.272727272727273,0.75,1,56.3333333333333,12,Inf,1,14,"NEW-14","WHU-14",12,-10,14,18,15,-3,1,0,-1,0,0,0,3,10,4
"263","STK",3,3,9,5,6,0,0,18,1,279,0,9,1,0,0.46,"20171223","WBA",1,"STKvWBA20171223","home",1,3,0.333333333333333,0.6,0,93,9,Inf,2,13,"STK-13","WBA-13",12,-14,17,17,20,3,1,0,1,0,0,0,15,7,6
"264","WBA",1,1,17,7,2,0,0,46,11,377,2,11,0,0,0.54,"20171223","STK",3,"STKvWBA20171223","away",0,0,0.0588235294117647,0.142857142857143,0,377,Inf,Inf,-2,13,"WBA-13","STK-13",5,-13,9,20,17,-3,1,0,-Inf,0,1,0,4,8,19
"265","SWA",1,1,7,2,4,0,0,28,6,535,1,13,2,0,0.63,"20171223","CRY",1,"SWAvCRY20171223","home",0,1,0.142857142857143,0.5,0,535,6.5,Inf,0,13,"SWA-13","CRY-13",8,-11,8,19,10,-9,0,0,-9,0,0,3,10,1,20
"266","CRY",1,0,13,5,1,1,1,14,3,276,1,11,3,0,0.37,"20171223","SWA",1,"SWAvCRY20171223","away",0,1,0.0769230769230769,0.2,1,276,3.66666666666667,Inf,0,14,"CRY-14","SWA-14",18,2,16,10,19,9,0,0,9,3,3,1,7,12,9
"267","BHA",1,1,14,3,1,0,0,24,6,328,6,8,0,0,0.52,"20171223","WAT",0,"BHAvWAT20171223","home",1,3,0.0714285714285714,0.333333333333333,0,328,Inf,Inf,1,15,"BHA-15","WAT-15",17,-5,14,11,13,2,1,0,0.666666666666667,1,0,0,4,6,16
"268","WAT",0,0,13,1,2,0,0,23,4,317,0,11,0,0,0.48,"20171223","BHA",1,"BHAvWAT20171223","away",0,0,0,0,0,Inf,Inf,Inf,-1,13,"WAT-13","BHA-13",13,-4,18,12,13,1,1,0,Inf,0,0,0,16,14,4
"269","BUR",0,0,5,2,5,0,0,23,4,254,5,10,1,0,0.41,"20171223","TOT",3,"BURvTOT20171223","home",0,0,0,0,0,Inf,10,Inf,-3,15,"BUR-15","TOT-15",27,1,12,5,4,-1,1,1,-Inf,1,3,3,14,17,12
"270","TOT",3,2,18,8,2,1,1,12,4,451,1,10,2,0,0.59,"20171223","BUR",0,"BURvTOT20171223","away",1,3,0.166666666666667,0.375,1,150.333333333333,5,Inf,3,13,"TOT-13","BUR-13",23,10,23,6,4,-2,1,1,-0.666666666666667,0,3,3,1,11,17
"271","LEI",2,2,11,3,4,0,0,22,4,373,0,19,2,1,0.53,"20171223","MUN",2,"LEIvMUN20171223","home",0,1,0.181818181818182,0.666666666666667,0,186.5,9.5,19,0,13,"LEI-13","MUN-13",22,3,21,7,5,-2,1,1,-2,0,3,3,11,12,15
"272","MUN",2,1,19,6,1,0,0,19,6,382,5,8,2,0,0.47,"20171223","LEI",2,"LEIvMUN20171223","away",0,1,0.105263157894737,0.333333333333333,1,191,4,Inf,0,13,"MUN-13","LEI-13",24,8,22,5,7,2,1,0,2,3,3,0,20,9,1
"273","TOT",5,5,16,6,4,0,0,18,3,417,1,8,0,0,0.56,"20171226","SOU",2,"TOTvSOU20171226","home",1,3,0.3125,0.833333333333333,0,83.4,Inf,Inf,3,14,"TOT-14","SOU-14",26,13,28,5,13,8,0,0,2.66666666666667,3,0,3,4,1,11
"274","SOU",2,0,16,6,1,0,0,24,8,290,1,15,2,0,0.44,"20171226","TOT",5,"TOTvSOU20171226","away",0,0,0.125,0.333333333333333,2,145,7.5,Inf,-3,15,"SOU-15","TOT-15",14,-9,16,16,4,-12,0,1,-Inf,1,0,0,16,2,6
"275","CHE",2,2,25,8,1,0,0,31,13,632,2,8,0,0,0.63,"20171226","BHA",0,"CHEvBHA20171226","home",1,3,0.08,0.25,0,316,Inf,Inf,2,14,"CHE-14","BHA-14",32,15,24,2,14,12,0,0,4,1,3,3,9,14,18
"276","BHA",0,0,8,1,5,0,0,14,1,280,2,8,1,0,0.37,"20171226","CHE",2,"CHEvBHA20171226","away",0,0,0,0,0,Inf,8,Inf,-2,16,"BHA-16","CHE-16",17,-7,14,13,2,-11,0,1,-Inf,3,1,0,13,4,6
"277","MUN",2,1,23,6,0,0,0,60,12,563,0,10,3,0,0.71,"20171226","BUR",2,"MUNvBUR20171226","home",0,1,0.0869565217391304,0.333333333333333,1,281.5,3.33333333333333,Inf,0,14,"MUN-14","BUR-14",25,8,24,6,4,-2,1,1,-2,1,3,3,7,20,9
"278","BUR",2,1,3,2,3,0,0,10,2,165,1,14,7,0,0.29,"20171226","MUN",2,"MUNvBUR20171226","away",0,1,0.666666666666667,1,1,82.5,2,Inf,0,16,"BUR-16","MUN-16",28,1,14,7,5,-2,1,1,-2,0,1,3,4,14,17
"279","WAT",2,0,11,1,4,0,0,29,8,252,4,7,3,0,0.5,"20171226","LEI",1,"WATvLEI20171226","home",1,3,0.181818181818182,2,2,126,2.33333333333333,Inf,1,14,"WAT-14","LEI-14",16,-3,20,11,8,-3,1,0,-1,0,0,0,13,16,14
"280","LEI",1,1,11,5,0,0,0,30,8,266,6,13,3,0,0.5,"20171226","WAT",2,"WATvLEI20171226","away",0,0,0.0909090909090909,0.2,0,266,4.33333333333333,Inf,-1,14,"LEI-14","WAT-14",22,2,22,8,11,3,1,0,Inf,1,0,3,5,11,12
